Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
38272157,01/22/2018 12:00:00 AM,01/23/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11212,99 EAST   96 STREET,EAST   96 STREET,RUTLAND ROAD,WINTHROP STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,02/21/2018 03:49:55 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/23/2018 12:00:00 AM,17 BROOKLYN,BROOKLYN,1005312,181000,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.663454858925846,-73.92408251370327,"(40.663454858925846, -73.92408251370327)"
38273085,01/22/2018 12:00:00 AM,01/25/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11215,308 4TH STREET,4TH STREET,,,,,LATLONG,BROOKLYN,,N/A,Closed,02/21/2018 04:07:11 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/25/2018 12:00:00 AM,01 BROOKLYN,BROOKLYN,988792,184100,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67198755446479,-73.98362637472725,"(40.67198755446479, -73.98362637472725)"
38273093,01/22/2018 12:00:00 AM,01/25/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10021,224 EAST   74 STREET,EAST   74 STREET,3 AVENUE,2 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,02/21/2018 09:53:47 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/25/2018 12:00:00 AM,08 MANHATTAN,MANHATTAN,995626,220086,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77075427095609,-73.95892941210099,"(40.77075427095609, -73.95892941210099)"
38273540,01/22/2018 12:00:00 AM,01/24/2018 12:00:01 AM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,11239,488 GATEWAY DRIVE,GATEWAY DRIVE,BEND,BEND,,,ADDRESS,BROOKLYN,,N/A,Closed,02/05/2018 10:36:35 AM,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",01/24/2018 03:58:28 PM,05 BROOKLYN,BROOKLYN,1018422,177096,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.65269835500481,-73.87684765925744,"(40.65269835500481, -73.87684765925744)"
38273561,01/22/2018 12:00:00 AM,01/22/2018 12:00:01 AM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,11101,34-16 37 AVENUE,37 AVENUE,34 STREET,35 STREET,,,ADDRESS,Long Island City,,N/A,Closed,02/05/2018 03:14:31 PM,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",01/26/2018 04:31:23 PM,01 QUEENS,QUEENS,1004036,213833,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7535765765625,-73.92858534100273,"(40.7535765765625, -73.92858534100273)"
38273587,01/22/2018 12:00:00 AM,01/23/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11230,1629 EAST    7 STREET,EAST    7 STREET,AVENUE O,AVENUE P,,,ADDRESS,BROOKLYN,,N/A,Closed,02/21/2018 11:54:32 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/23/2018 12:00:00 AM,12 BROOKLYN,BROOKLYN,993535,161873,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61097551033772,-73.96655874767492,"(40.61097551033772, -73.96655874767492)"
38273863,01/22/2018 12:00:00 AM,01/24/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,1-2 Family Dwelling,10465,1117 DEAN AVENUE,DEAN AVENUE,LAYTON AVENUE,FAIRMOUNT AVENUE,,,ADDRESS,BRONX,,N/A,Closed,02/21/2018 10:48:20 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/24/2018 12:00:00 AM,10 BRONX,BRONX,1034540,243920,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83603618493577,-73.81826055338254,"(40.83603618493577, -73.81826055338254)"
38274176,01/22/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11218,1124 PROSPECT AVENUE,PROSPECT AVENUE,,,,,LATLONG,BROOKLYN,,N/A,Assigned,02/21/2018 01:24:14 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/24/2018 08:06:30 AM,01 BROOKLYN,BROOKLYN,990664,178123,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.655580855433094,-73.97688361839316,"(40.655580855433094, -73.97688361839316)"
38274243,01/22/2018 12:00:00 AM,01/25/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,1-2 Family Dwelling,11224,3030 NEPTUNE AVENUE,NEPTUNE AVENUE,BAY VIEW AVENUE,WEST 31 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,02/21/2018 03:54:48 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/25/2018 12:00:00 AM,13 BROOKLYN,BROOKLYN,984980,149707,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.57758712202238,-73.99737211522496,"(40.57758712202238, -73.99737211522496)"
38274345,01/22/2018 12:00:00 AM,01/23/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10002,109 MADISON STREET,MADISON STREET,,,,,LATLONG,NEW YORK,,N/A,Closed,02/21/2018 07:50:35 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/23/2018 12:00:00 AM,01 MANHATTAN,MANHATTAN,985652,198846,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71246297196107,-73.99494280887686,"(40.71246297196107, -73.99494280887686)"
38274774,01/22/2018 12:00:00 AM,01/24/2018 12:00:01 AM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10467,786 ALLERTON AVENUE,ALLERTON AVENUE,WALLACE AVENUE,BARNES AVENUE,,,ADDRESS,BRONX,,N/A,Closed,02/05/2018 10:02:43 AM,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",01/24/2018 03:56:11 PM,11 BRONX,BRONX,1021869,254628,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86548950183969,-73.86399120813664,"(40.86548950183969, -73.86399120813664)"
38274906,01/22/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11377,49-15 SKILLMAN AVENUE,SKILLMAN AVENUE,49 STREET,50 STREET,,,ADDRESS,Woodside,,N/A,Assigned,02/21/2018 03:37:09 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/24/2018 01:11:46 PM,02 QUEENS,QUEENS,1007803,211159,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74622789283599,-73.91499828143765,"(40.74622789283599, -73.91499828143765)"
38275080,01/22/2018 12:00:00 AM,01/25/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,1-2 Family Mixed Use Building,10065,805 MADISON AVENUE,MADISON AVENUE,EAST 67 STREET,EAST 68 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,02/21/2018 02:12:55 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/25/2018 12:00:00 AM,08 MANHATTAN,MANHATTAN,993261,219438,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.768978406893496,-73.96746860109086,"(40.768978406893496, -73.96746860109086)"
38275405,01/22/2018 12:00:00 AM,01/23/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Other (Explain Below),10019,,,,,WEST 51 STREET,8 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,02/21/2018 04:38:36 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/23/2018 12:00:00 AM,04 MANHATTAN,MANHATTAN,988226,217228,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76291622716406,-73.98564720153576,"(40.76291622716406, -73.98564720153576)"
38275466,01/22/2018 12:00:00 AM,01/25/2018 03:31:32 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10028,450 EAST   81 STREET,EAST   81 STREET,1 AVENUE,YORK AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,02/21/2018 05:13:29 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/25/2018 03:31:32 PM,08 MANHATTAN,MANHATTAN,997979,220942,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77310042581741,-73.95043266738381,"(40.77310042581741, -73.95043266738381)"
38275728,01/22/2018 12:00:00 AM,01/23/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11207,230 SUNNYSIDE AVENUE,SUNNYSIDE AVENUE,,,,,LATLONG,BROOKLYN,,N/A,Closed,02/21/2018 11:18:12 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/23/2018 12:00:00 AM,01 BROOKLYN,BROOKLYN,1014972,188057,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6827964751105,-73.889231135518,"(40.6827964751105, -73.889231135518)"
38276149,01/22/2018 12:00:00 AM,01/24/2018 12:00:01 AM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,11372,72-20 37 AVENUE,37 AVENUE,72 STREET,73 STREET,,,ADDRESS,Jackson Heights,,N/A,Closed,02/05/2018 11:10:06 AM,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",01/24/2018 03:59:00 PM,03 QUEENS,QUEENS,1013786,212097,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74878450596702,-73.89340180297104,"(40.74878450596702, -73.89340180297104)"
38276204,01/22/2018 12:00:00 AM,01/23/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11207,240 WORTMAN AVENUE,WORTMAN AVENUE,,,,,LATLONG,BROOKLYN,,N/A,Closed,02/21/2018 08:12:17 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/23/2018 12:00:00 AM,01 BROOKLYN,BROOKLYN,1016421,178624,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.65689987281931,-73.88405175783667,"(40.65689987281931, -73.88405175783667)"
38276704,01/22/2018 12:00:00 AM,01/24/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10128,320 EAST   92 STREET,EAST   92 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,02/21/2018 01:57:46 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/24/2018 12:00:00 AM,08 MANHATTAN,MANHATTAN,998576,223962,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78138858164592,-73.94827081365011,"(40.78138858164592, -73.94827081365011)"
38276708,01/22/2018 12:00:00 AM,01/23/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11207,230 SUNNYSIDE AVENUE,SUNNYSIDE AVENUE,,,,,LATLONG,BROOKLYN,,N/A,Closed,02/21/2018 11:19:04 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/23/2018 12:00:00 AM,01 BROOKLYN,BROOKLYN,1014972,188057,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6827964751105,-73.889231135518,"(40.6827964751105, -73.889231135518)"
38276730,01/22/2018 12:00:00 AM,01/23/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11219,971 58 STREET,58 STREET,9 AVENUE,FT HAMILTON PARKWAY,,,ADDRESS,BROOKLYN,,N/A,Closed,02/21/2018 10:15:16 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/23/2018 12:00:00 AM,12 BROOKLYN,BROOKLYN,982912,170443,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63450313306599,-74.00482069677932,"(40.63450313306599, -74.00482069677932)"
38276732,01/22/2018 12:00:00 AM,01/25/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Mixed Use Building,10454,745 EAST  136 STREET,EAST  136 STREET,BRUCKNER BOULEVARD,WILLOW AVENUE,,,ADDRESS,BRONX,,N/A,Closed,02/21/2018 02:41:02 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/25/2018 12:00:00 AM,01 BRONX,BRONX,1008360,231919,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80320711575491,-73.91291360981542,"(40.80320711575491, -73.91291360981542)"
38276792,01/22/2018 12:00:00 AM,01/23/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,1-2 Family Dwelling,10467,735 EAST  215 STREET,EAST  215 STREET,HOLLAND AVENUE,BARNES AVENUE,,,ADDRESS,BRONX,,N/A,Closed,02/21/2018 12:04:23 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/23/2018 12:00:00 AM,12 BRONX,BRONX,1022160,259976,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.880166857140054,-73.8629088601931,"(40.880166857140054, -73.8629088601931)"
38276923,01/22/2018 12:00:00 AM,01/26/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10013,100 6 AVENUE,6 AVENUE,GRAND STREET,SULLIVAN STREET,,,ADDRESS,NEW YORK,,N/A,Closed,02/21/2018 09:40:37 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/26/2018 12:00:00 AM,02 MANHATTAN,MANHATTAN,982891,202803,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72332399353849,-74.00490288358404,"(40.72332399353849, -74.00490288358404)"
38277670,01/22/2018 12:00:00 AM,01/22/2018 03:27:10 PM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,3 or More,Other (Explain Below),11357,20-43 157 STREET,157 STREET,20 ROAD,21 AVENUE,,,ADDRESS,Whitestone,,N/A,Closed,02/05/2018 02:08:57 PM,"Callers should contact the DOHMH Foodborne Illness unit directly at (646) 632-6103 weekdays from 9AM to 5PM.  DOHMH will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection. Initial status will be available 14 days after the date of your complaint. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center.  Please note your Service Request number for future reference.",01/22/2018 03:27:05 PM,07 QUEENS,QUEENS,1037972,223422,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77975477288472,-73.80602196898823,"(40.77975477288472, -73.80602196898823)"
38279330,01/22/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11417,88-15 LIBERTY AVENUE,LIBERTY AVENUE,88 STREET,89 STREET,,,ADDRESS,Ozone Park,,N/A,Assigned,02/21/2018 03:06:51 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/22/2018 03:13:05 PM,10 QUEENS,QUEENS,1025737,187023,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67991447463947,-73.85042411657768,"(40.67991447463947, -73.85042411657768)"
38279333,01/22/2018 12:00:00 AM,01/23/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10009,819 FDR DRIVE,FDR DRIVE,,,,,LATLONG,NEW YORK,,N/A,Closed,02/21/2018 08:26:26 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/23/2018 12:00:00 AM,01 MANHATTAN,MANHATTAN,991351,202845,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7234365276877,-73.9743815779271,"(40.7234365276877, -73.9743815779271)"
38279376,01/22/2018 12:00:00 AM,01/24/2018 04:43:52 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10002,188 SUFFOLK STREET,SUFFOLK STREET,STANTON STREET,EAST HOUSTON STREET,,,ADDRESS,NEW YORK,,N/A,Closed,02/21/2018 04:22:47 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/24/2018 04:43:52 PM,03 MANHATTAN,MANHATTAN,988431,202047,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72124807265955,-73.98491661674248,"(40.72124807265955, -73.98491661674248)"
38279424,01/22/2018 12:00:00 AM,01/23/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11222,186 RUSSELL STREET,RUSSELL STREET,NASSAU AVENUE,NORMAN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,02/21/2018 10:12:21 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/23/2018 12:00:00 AM,01 BROOKLYN,BROOKLYN,999578,204112,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.726903704764744,-73.94469798277207,"(40.726903704764744, -73.94469798277207)"
38280029,01/22/2018 12:00:00 AM,01/24/2018 12:00:01 AM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10036,690 9 AVENUE,9 AVENUE,WEST 47 STREET,WEST 48 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,02/05/2018 11:39:05 AM,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",01/24/2018 03:59:40 PM,04 MANHATTAN,MANHATTAN,986998,216864,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76191760779763,-73.99008025685687,"(40.76191760779763, -73.99008025685687)"
38280071,01/22/2018 12:00:00 AM,01/26/2018 12:00:01 AM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10007,53 PARK PLACE,PARK PLACE,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,N/A,Closed,02/05/2018 07:59:54 PM,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",01/26/2018 04:36:45 PM,01 MANHATTAN,MANHATTAN,981379,199320,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71376363423698,-74.01035626181415,"(40.71376363423698, -74.01035626181415)"
38280535,01/22/2018 12:00:00 AM,01/23/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10003,745 BROADWAY,BROADWAY,,,,,LATLONG,NEW YORK,,N/A,Closed,02/21/2018 01:12:40 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/23/2018 12:00:00 AM,01 MANHATTAN,MANHATTAN,986203,205371,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73037241719637,-73.99295338891913,"(40.73037241719637, -73.99295338891913)"
38280549,01/22/2018 12:00:00 AM,01/23/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10032,648 WEST  160 STREET,WEST  160 STREET,FT WASHINGTON AVENUE,RIVERSIDE DRIVE,,,ADDRESS,NEW YORK,,N/A,Closed,02/21/2018 10:21:45 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/23/2018 12:00:00 AM,12 MANHATTAN,MANHATTAN,999361,244117,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8367071530094,-73.94539091902423,"(40.8367071530094, -73.94539091902423)"
